lead_id,age,gender,current_city,current_education,parent_occupation,lead_gen_source,jnr_sm_id,lead_stage,call_done_date,call_status,call_reason,snr_sm_id,assigned_date,cycle,reason_for_no_intrest,language,watched_percentage,lead_status
USR1162,20,FEMALE,Kochi,B.Tech,Business,user_referrals,JNR1009MG,lead,1/6/2022,successful,demo_schedule,SNR503MG,1/1/2022,1,Cannot afford,Telugu,49.0,yet to convert
USR1162,20,FEMALE,Kochi,B.Tech,Business,user_referrals,JNR1009MG,lead,1/7/2022,successful,demo_not_attended,SNR503MG,1/1/2022,1,Cannot afford,Telugu,49.0,yet to convert
USR1162,20,FEMALE,Kochi,B.Tech,Business,user_referrals,JNR1009MG,lead,1/7/2022,unsuccessful,demo_not_attended,SNR503MG,1/1/2022,1,Cannot afford,Telugu,49.0,yet to convert
USR1162,20,FEMALE,Kochi,B.Tech,Business,user_referrals,JNR1009MG,awareness,1/7/2022,successful,post_demo_followup,SNR503MG,1/1/2022,1,Cannot afford,Telugu,49.0,yet to convert
USR1162,20,FEMALE,Kochi,B.Tech,Business,user_referrals,JNR1009MG,consideration,1/7/2022,successful,interested_for_conversion,SNR503MG,1/1/2022,1,Cannot afford,Telugu,49.0,yet to convert
USR1162,20,FEMALE,Kochi,B.Tech,Business,user_referrals,JNR1009MG,consideration,1/7/2022,unsuccessful,followup_for_conversion,SNR503MG,1/1/2022,1,Cannot afford,Telugu,49.0,yet to convert
USR1162,20,FEMALE,Kochi,B.Tech,Business,user_referrals,JNR1009MG,consideration,1/7/2022,successful,followup_for_conversion,SNR503MG,1/1/2022,1,Cannot afford,Telugu,49.0,yet to convert
USR1163,21,FEMALE,Hyderabad,Degree,Business,user_referrals,JNR1009MG,lead,1/5/2022,unsuccessful,lead_introduction,SNR503MG,1/1/2022,1,Cannot afford,Telugu,53.0,yet to convert
USR1163,21,FEMALE,Hyderabad,Degree,Business,user_referrals,JNR1009MG,lead,1/6/2022,successful,lead_introduction,SNR503MG,1/1/2022,1,Cannot afford,Telugu,53.0,yet to convert
USR1163,21,FEMALE,Hyderabad,Degree,Business,user_referrals,JNR1009MG,lead,1/8/2022,successful,demo_schedule,SNR503MG,1/1/2022,1,Cannot afford,Telugu,53.0,yet to convert
USR1163,21,FEMALE,Hyderabad,Degree,Business,user_referrals,JNR1009MG,lead,1/9/2022,successful,demo_not_attended,SNR503MG,1/1/2022,1,Cannot afford,Telugu,53.0,yet to convert
USR1163,21,FEMALE,Hyderabad,Degree,Business,user_referrals,JNR1009MG,awareness,1/9/2022,successful,post_demo_followup,SNR503MG,1/1/2022,1,Cannot afford,Telugu,53.0,yet to convert
USR1164,22,FEMALE,Hyderabad,Looking for Job,Business,social_media,JNR1009MG,lead,1/7/2022,successful,lead_introduction,SNR503MG,1/1/2022,1,Cannot afford,not available,0.0,yet to convert
USR1164,22,FEMALE,Hyderabad,Looking for Job,Business,social_media,JNR1009MG,lead,1/8/2022,successful,demo_schedule,SNR503MG,1/1/2022,1,Cannot afford,not available,0.0,yet to convert
USR1164,22,FEMALE,Hyderabad,Looking for Job,Business,social_media,JNR1009MG,lead,1/8/2022,successful,demo_not_attended,SNR503MG,1/1/2022,1,Cannot afford,not available,0.0,yet to convert
USR1165,25,FEMALE,Hyderabad,B.Tech,Business,social_media,JNR1009MG,lead,1/1/2022,unsuccessful,lead_introduction,SNR503MG,1/1/2022,1,Cannot afford,not available,0.0,yet to convert
USR1165,25,FEMALE,Hyderabad,B.Tech,Business,social_media,JNR1009MG,lead,1/2/2022,successful,lead_introduction,SNR503MG,1/1/2022,1,Cannot afford,not available,0.0,yet to convert
USR1165,25,FEMALE,Hyderabad,B.Tech,Business,social_media,JNR1009MG,lead,1/3/2022,successful,demo_schedule,SNR503MG,1/1/2022,1,Cannot afford,not available,0.0,yet to convert
USR1165,25,FEMALE,Hyderabad,B.Tech,Business,social_media,JNR1009MG,lead,1/3/2022,successful,demo_not_attended,SNR503MG,1/1/2022,1,Cannot afford,not available,0.0,yet to convert
USR1166,18,MALE,Kochi,B.Tech,IT Employee,email_marketing,JNR1009MG,lead,1/8/2022,successful,lead_introduction,SNR503MG,1/8/2022,2,Student not interested in domain,not available,0.0,yet to convert
USR1166,18,MALE,Kochi,B.Tech,IT Employee,email_marketing,JNR1009MG,lead,1/10/2022,successful,demo_schedule,SNR503MG,1/8/2022,2,Student not interested in domain,not available,0.0,yet to convert
USR1166,18,MALE,Kochi,B.Tech,IT Employee,email_marketing,JNR1009MG,lead,1/10/2022,successful,demo_not_attended,SNR503MG,1/8/2022,2,Student not interested in domain,not available,0.0,yet to convert
USR1166,18,MALE,Kochi,B.Tech,IT Employee,email_marketing,JNR1009MG,lead,1/10/2022,unsuccessful,demo_not_attended,SNR503MG,1/8/2022,2,Student not interested in domain,not available,0.0,yet to convert
USR1167,24,MALE,Kochi,Looking for Job,IT Employee,SEO,JNR1009MG,lead,1/8/2022,successful,lead_introduction,SNR503MG,1/8/2022,2,Cannot afford,Telugu,57.0,yet to convert
USR1167,24,MALE,Kochi,Looking for Job,IT Employee,SEO,JNR1009MG,lead,1/10/2022,successful,demo_schedule,SNR503MG,1/8/2022,2,Cannot afford,Telugu,57.0,yet to convert
USR1167,24,MALE,Kochi,Looking for Job,IT Employee,SEO,JNR1009MG,lead,1/10/2022,successful,demo_not_attended,SNR503MG,1/8/2022,2,Cannot afford,Telugu,57.0,yet to convert
USR1167,24,MALE,Kochi,Looking for Job,IT Employee,SEO,JNR1009MG,awareness,1/10/2022,successful,post_demo_followup,SNR503MG,1/8/2022,2,Cannot afford,Telugu,57.0,yet to convert
USR1167,24,MALE,Kochi,Looking for Job,IT Employee,SEO,JNR1009MG,consideration,1/10/2022,successful,interested_for_conversion,SNR503MG,1/8/2022,2,Cannot afford,Telugu,57.0,yet to convert
USR1167,24,MALE,Kochi,Looking for Job,IT Employee,SEO,JNR1009MG,consideration,1/10/2022,unsuccessful,followup_for_conversion,SNR503MG,1/8/2022,2,Cannot afford,Telugu,57.0,yet to convert
USR1167,24,MALE,Kochi,Looking for Job,IT Employee,SEO,JNR1009MG,consideration,1/10/2022,successful,followup_for_conversion,SNR503MG,1/8/2022,2,Cannot afford,Telugu,57.0,yet to convert
USR1168,18,FEMALE,Kochi,B.Tech,IT Employee,SEO,JNR1009MG,lead,1/8/2022,unsuccessful,lead_introduction,SNR503MG,1/8/2022,2,No time for student,not available,0.0,yet to convert
USR1168,18,FEMALE,Kochi,B.Tech,IT Employee,SEO,JNR1009MG,lead,1/8/2022,successful,lead_introduction,SNR503MG,1/8/2022,2,No time for student,not available,0.0,yet to convert
USR1168,18,FEMALE,Kochi,B.Tech,IT Employee,SEO,JNR1009MG,lead,1/9/2022,successful,demo_schedule,SNR503MG,1/8/2022,2,No time for student,not available,0.0,yet to convert
USR1168,18,FEMALE,Kochi,B.Tech,IT Employee,SEO,JNR1009MG,lead,1/9/2022,successful,demo_not_attended,SNR503MG,1/8/2022,2,No time for student,not available,0.0,yet to convert
USR1169,24,MALE,Hyderabad,Looking for Job,IT Employee,social_media,JNR1009MG,lead,1/8/2022,successful,lead_introduction,SNR503MG,1/8/2022,2,Cannot afford,not available,0.0,yet to convert
USR1169,24,MALE,Hyderabad,Looking for Job,IT Employee,social_media,JNR1009MG,lead,1/9/2022,successful,demo_schedule,SNR503MG,1/8/2022,2,Cannot afford,not available,0.0,yet to convert
USR1169,24,MALE,Hyderabad,Looking for Job,IT Employee,social_media,JNR1009MG,lead,1/9/2022,successful,demo_not_attended,SNR503MG,1/8/2022,2,Cannot afford,not available,0.0,yet to convert
USR1170,21,MALE,Bengaluru,Degree,IT Employee,user_referrals,JNR1009MG,lead,1/8/2022,unsuccessful,lead_introduction,SNR503MG,1/8/2022,2,Student not interested in domain,Telugu,65.0,yet to convert
USR1170,21,MALE,Bengaluru,Degree,IT Employee,user_referrals,JNR1009MG,lead,1/9/2022,successful,lead_introduction,SNR503MG,1/8/2022,2,Student not interested in domain,Telugu,65.0,yet to convert
USR1170,21,MALE,Bengaluru,Degree,IT Employee,user_referrals,JNR1009MG,lead,1/11/2022,successful,demo_schedule,SNR503MG,1/8/2022,2,Student not interested in domain,Telugu,65.0,yet to convert
USR1170,21,MALE,Bengaluru,Degree,IT Employee,user_referrals,JNR1009MG,lead,1/14/2022,successful,demo_not_attended,SNR503MG,1/8/2022,2,Student not interested in domain,Telugu,65.0,yet to convert
USR1170,21,MALE,Bengaluru,Degree,IT Employee,user_referrals,JNR1009MG,awareness,1/14/2022,successful,post_demo_followup,SNR503MG,1/8/2022,2,Student not interested in domain,Telugu,65.0,yet to convert
USR1171,22,MALE,Visakhapatnam,Looking for Job,IT Employee,website,JNR1009MG,lead,1/17/2022,successful,lead_introduction,SNR503MG,1/15/2022,3,Cannot afford,Telugu,70.0,yet to convert
USR1171,22,MALE,Visakhapatnam,Looking for Job,IT Employee,website,JNR1009MG,lead,1/17/2022,successful,demo_schedule,SNR503MG,1/15/2022,3,Cannot afford,Telugu,70.0,yet to convert
USR1171,22,MALE,Visakhapatnam,Looking for Job,IT Employee,website,JNR1009MG,lead,1/20/2022,successful,demo_not_attended,SNR503MG,1/15/2022,3,Cannot afford,Telugu,70.0,yet to convert
USR1171,22,MALE,Visakhapatnam,Looking for Job,IT Employee,website,JNR1009MG,lead,1/20/2022,unsuccessful,demo_not_attended,SNR503MG,1/15/2022,3,Cannot afford,Telugu,70.0,yet to convert
USR1171,22,MALE,Visakhapatnam,Looking for Job,IT Employee,website,JNR1009MG,awareness,1/20/2022,successful,post_demo_followup,SNR503MG,1/15/2022,3,Cannot afford,Telugu,70.0,yet to convert
USR1171,22,MALE,Visakhapatnam,Looking for Job,IT Employee,website,JNR1009MG,consideration,1/20/2022,successful,interested_for_conversion,SNR503MG,1/15/2022,3,Cannot afford,Telugu,70.0,yet to convert
USR1171,22,MALE,Visakhapatnam,Looking for Job,IT Employee,website,JNR1009MG,consideration,1/20/2022,successful,followup_for_conversion,SNR503MG,1/15/2022,3,Cannot afford,Telugu,70.0,yet to convert
USR1172,25,FEMALE,Mumbai,Intermediate Completed,IT Employee,SEO,JNR1009MG,lead,1/18/2022,successful,lead_introduction,SNR503MG,1/15/2022,3,Shown Interest,Telugu,69.0,yet to convert
USR1172,25,FEMALE,Mumbai,Intermediate Completed,IT Employee,SEO,JNR1009MG,lead,1/20/2022,successful,demo_schedule,SNR503MG,1/15/2022,3,Shown Interest,Telugu,69.0,yet to convert
USR1172,25,FEMALE,Mumbai,Intermediate Completed,IT Employee,SEO,JNR1009MG,lead,1/21/2022,successful,demo_not_attended,SNR503MG,1/15/2022,3,Shown Interest,Telugu,69.0,yet to convert
USR1172,25,FEMALE,Mumbai,Intermediate Completed,IT Employee,SEO,JNR1009MG,awareness,1/21/2022,successful,post_demo_followup,SNR503MG,1/15/2022,3,Shown Interest,Telugu,69.0,yet to convert
USR1172,25,FEMALE,Mumbai,Intermediate Completed,IT Employee,SEO,JNR1009MG,consideration,1/21/2022,successful,interested_for_conversion,SNR503MG,1/15/2022,3,Shown Interest,Telugu,69.0,yet to convert
USR1172,25,FEMALE,Mumbai,Intermediate Completed,IT Employee,SEO,JNR1009MG,consideration,1/21/2022,successful,followup_for_conversion,SNR503MG,1/15/2022,3,Shown Interest,Telugu,69.0,yet to convert
USR1172,25,FEMALE,Mumbai,Intermediate Completed,IT Employee,SEO,JNR1009MG,conversion,1/21/2022,successful,successful_conversion,SNR503MG,1/15/2022,3,Shown Interest,Telugu,69.0,converted
USR1173,18,MALE,Chennai,B.Tech,IT Employee,email_marketing,JNR1009MG,lead,1/17/2022,unsuccessful,lead_introduction,SNR503MG,1/15/2022,3,Shown Interest,Telugu,70.0,yet to convert
USR1173,18,MALE,Chennai,B.Tech,IT Employee,email_marketing,JNR1009MG,lead,1/18/2022,successful,lead_introduction,SNR503MG,1/15/2022,3,Shown Interest,Telugu,70.0,yet to convert
USR1173,18,MALE,Chennai,B.Tech,IT Employee,email_marketing,JNR1009MG,lead,1/19/2022,unsuccessful,demo_schedule,SNR503MG,1/15/2022,3,Shown Interest,Telugu,70.0,yet to convert
USR1173,18,MALE,Chennai,B.Tech,IT Employee,email_marketing,JNR1009MG,lead,1/19/2022,successful,demo_schedule,SNR503MG,1/15/2022,3,Shown Interest,Telugu,70.0,yet to convert
USR1173,18,MALE,Chennai,B.Tech,IT Employee,email_marketing,JNR1009MG,lead,1/19/2022,successful,demo_not_attended,SNR503MG,1/15/2022,3,Shown Interest,Telugu,70.0,yet to convert
USR1173,18,MALE,Chennai,B.Tech,IT Employee,email_marketing,JNR1009MG,awareness,1/19/2022,successful,post_demo_followup,SNR503MG,1/15/2022,3,Shown Interest,Telugu,70.0,yet to convert
USR1173,18,MALE,Chennai,B.Tech,IT Employee,email_marketing,JNR1009MG,consideration,1/19/2022,successful,interested_for_conversion,SNR503MG,1/15/2022,3,Shown Interest,Telugu,70.0,yet to convert
USR1173,18,MALE,Chennai,B.Tech,IT Employee,email_marketing,JNR1009MG,consideration,1/19/2022,successful,followup_for_conversion,SNR503MG,1/15/2022,3,Shown Interest,Telugu,70.0,yet to convert
USR1173,18,MALE,Chennai,B.Tech,IT Employee,email_marketing,JNR1009MG,conversion,1/19/2022,successful,successful_conversion,SNR503MG,1/15/2022,3,Shown Interest,Telugu,70.0,converted
USR1174,25,MALE,Kochi,Intermediate Completed,IT Employee,social_media,JNR1009MG,lead,1/17/2022,successful,lead_introduction,SNR503MG,1/15/2022,3,Wants offline classes,not available,0.0,yet to convert
USR1174,25,MALE,Kochi,Intermediate Completed,IT Employee,social_media,JNR1009MG,lead,1/19/2022,successful,demo_schedule,SNR503MG,1/15/2022,3,Wants offline classes,not available,0.0,yet to convert
USR1174,25,MALE,Kochi,Intermediate Completed,IT Employee,social_media,JNR1009MG,lead,1/19/2022,successful,demo_not_attended,SNR503MG,1/15/2022,3,Wants offline classes,not available,0.0,yet to convert
USR1175,18,MALE,Bengaluru,B.Tech,IT Employee,user_referrals,JNR1009MG,lead,1/15/2022,unsuccessful,lead_introduction,SNR503MG,1/15/2022,3,Wants offline classes,Hindi,61.0,yet to convert
USR1175,18,MALE,Bengaluru,B.Tech,IT Employee,user_referrals,JNR1009MG,lead,1/16/2022,successful,lead_introduction,SNR503MG,1/15/2022,3,Wants offline classes,Hindi,61.0,yet to convert
USR1175,18,MALE,Bengaluru,B.Tech,IT Employee,user_referrals,JNR1009MG,lead,1/16/2022,successful,demo_schedule,SNR503MG,1/15/2022,3,Wants offline classes,Hindi,61.0,yet to convert
USR1175,18,MALE,Bengaluru,B.Tech,IT Employee,user_referrals,JNR1009MG,lead,1/18/2022,successful,demo_not_attended,SNR503MG,1/15/2022,3,Wants offline classes,Hindi,61.0,yet to convert
USR1175,18,MALE,Bengaluru,B.Tech,IT Employee,user_referrals,JNR1009MG,awareness,1/18/2022,successful,post_demo_followup,SNR503MG,1/15/2022,3,Wants offline classes,Hindi,61.0,yet to convert
USR1176,24,FEMALE,Visakhapatnam,Looking for Job,Government Employee,website,JNR1009MG,lead,2/21/2022,successful,lead_introduction,SNR503MG,2/19/2022,4,Wants offline classes,not available,0.0,yet to convert
USR1176,24,FEMALE,Visakhapatnam,Looking for Job,Government Employee,website,JNR1009MG,lead,2/23/2022,successful,demo_schedule,SNR503MG,2/19/2022,4,Wants offline classes,not available,0.0,yet to convert
USR1176,24,FEMALE,Visakhapatnam,Looking for Job,Government Employee,website,JNR1009MG,lead,2/23/2022,unsuccessful,demo_not_attended,SNR503MG,2/19/2022,4,Wants offline classes,not available,0.0,yet to convert
USR1176,24,FEMALE,Visakhapatnam,Looking for Job,Government Employee,website,JNR1009MG,lead,2/24/2022,unsuccessful,demo_not_attended,SNR503MG,2/19/2022,4,Wants offline classes,not available,0.0,yet to convert
USR1176,24,FEMALE,Visakhapatnam,Looking for Job,Government Employee,website,JNR1009MG,lead,2/24/2022,successful,demo_not_attended,SNR503MG,2/19/2022,4,Wants offline classes,not available,0.0,yet to convert
USR1177,18,MALE,Mumbai,B.Tech,Business,SEO,JNR1009MG,lead,2/22/2022,successful,lead_introduction,SNR503MG,2/19/2022,4,Cannot afford,English,65.0,yet to convert
USR1177,18,MALE,Mumbai,B.Tech,Business,SEO,JNR1009MG,lead,2/23/2022,successful,demo_schedule,SNR503MG,2/19/2022,4,Cannot afford,English,65.0,yet to convert
USR1177,18,MALE,Mumbai,B.Tech,Business,SEO,JNR1009MG,lead,2/23/2022,successful,demo_not_attended,SNR503MG,2/19/2022,4,Cannot afford,English,65.0,yet to convert
USR1177,18,MALE,Mumbai,B.Tech,Business,SEO,JNR1009MG,lead,2/23/2022,unsuccessful,demo_not_attended,SNR503MG,2/19/2022,4,Cannot afford,English,65.0,yet to convert
USR1177,18,MALE,Mumbai,B.Tech,Business,SEO,JNR1009MG,awareness,2/23/2022,successful,post_demo_followup,SNR503MG,2/19/2022,4,Cannot afford,English,65.0,yet to convert
USR1177,18,MALE,Mumbai,B.Tech,Business,SEO,JNR1009MG,consideration,2/23/2022,successful,interested_for_conversion,SNR503MG,2/19/2022,4,Cannot afford,English,65.0,yet to convert
USR1177,18,MALE,Mumbai,B.Tech,Business,SEO,JNR1009MG,consideration,2/23/2022,successful,followup_for_conversion,SNR503MG,2/19/2022,4,Cannot afford,English,65.0,yet to convert
USR1178,24,FEMALE,Chennai,Looking for Job,Lawyer,email_marketing,JNR1009MG,lead,2/23/2022,unsuccessful,lead_introduction,SNR503MG,2/19/2022,4,Cannot afford,Hindi,35.0,yet to convert
USR1178,24,FEMALE,Chennai,Looking for Job,Lawyer,email_marketing,JNR1009MG,lead,2/24/2022,successful,lead_introduction,SNR503MG,2/19/2022,4,Cannot afford,Hindi,35.0,yet to convert
USR1178,24,FEMALE,Chennai,Looking for Job,Lawyer,email_marketing,JNR1009MG,lead,2/25/2022,successful,demo_schedule,SNR503MG,2/19/2022,4,Cannot afford,Hindi,35.0,yet to convert
USR1178,24,FEMALE,Chennai,Looking for Job,Lawyer,email_marketing,JNR1009MG,lead,2/26/2022,successful,demo_not_attended,SNR503MG,2/19/2022,4,Cannot afford,Hindi,35.0,yet to convert
USR1178,24,FEMALE,Chennai,Looking for Job,Lawyer,email_marketing,JNR1009MG,awareness,2/26/2022,successful,post_demo_followup,SNR503MG,2/19/2022,4,Cannot afford,Hindi,35.0,yet to convert
USR1179,21,FEMALE,Kochi,Degree,IT Employee,social_media,JNR1009MG,lead,2/25/2022,successful,lead_introduction,SNR503MG,2/19/2022,4,Wants offline classes,not available,0.0,yet to convert
USR1179,21,FEMALE,Kochi,Degree,IT Employee,social_media,JNR1009MG,lead,2/27/2022,successful,demo_schedule,SNR503MG,2/19/2022,4,Wants offline classes,not available,0.0,yet to convert
USR1179,21,FEMALE,Kochi,Degree,IT Employee,social_media,JNR1009MG,lead,2/28/2022,successful,demo_not_attended,SNR503MG,2/19/2022,4,Wants offline classes,not available,0.0,yet to convert
USR1180,22,FEMALE,Visakhapatnam,Looking for Job,Government Employee,user_referrals,JNR1009MG,lead,2/19/2022,unsuccessful,lead_introduction,SNR503MG,2/19/2022,4,Wants offline classes,not available,0.0,yet to convert
USR1180,22,FEMALE,Visakhapatnam,Looking for Job,Government Employee,user_referrals,JNR1009MG,lead,2/20/2022,successful,lead_introduction,SNR503MG,2/19/2022,4,Wants offline classes,not available,0.0,yet to convert
USR1180,22,FEMALE,Visakhapatnam,Looking for Job,Government Employee,user_referrals,JNR1009MG,lead,2/22/2022,successful,demo_schedule,SNR503MG,2/19/2022,4,Wants offline classes,not available,0.0,yet to convert
USR1180,22,FEMALE,Visakhapatnam,Looking for Job,Government Employee,user_referrals,JNR1009MG,lead,2/23/2022,successful,demo_not_attended,SNR503MG,2/19/2022,4,Wants offline classes,not available,0.0,yet to convert
USR1181,25,MALE,Visakhapatnam,Intermediate Completed,Doctor,website,JNR1010MG,lead,1/1/2022,successful,lead_introduction,SNR503MG,1/1/2022,1,Wants offline classes,not available,0.0,yet to convert
USR1181,25,MALE,Visakhapatnam,Intermediate Completed,Doctor,website,JNR1010MG,lead,1/2/2022,successful,demo_schedule,SNR503MG,1/1/2022,1,Wants offline classes,not available,0.0,yet to convert
USR1181,25,MALE,Visakhapatnam,Intermediate Completed,Doctor,website,JNR1010MG,lead,1/3/2022,successful,demo_not_attended,SNR503MG,1/1/2022,1,Wants offline classes,not available,0.0,yet to convert
USR1181,25,MALE,Visakhapatnam,Intermediate Completed,Doctor,website,JNR1010MG,lead,1/3/2022,unsuccessful,demo_not_attended,SNR503MG,1/1/2022,1,Wants offline classes,not available,0.0,yet to convert
USR1182,18,MALE,Visakhapatnam,B.Tech,Professor/Faculty,SEO,JNR1010MG,lead,1/1/2022,successful,lead_introduction,SNR503MG,1/1/2022,1,Shown Interest,Hindi,60.0,yet to convert
USR1182,18,MALE,Visakhapatnam,B.Tech,Professor/Faculty,SEO,JNR1010MG,lead,1/2/2022,successful,demo_schedule,SNR503MG,1/1/2022,1,Shown Interest,Hindi,60.0,yet to convert
USR1182,18,MALE,Visakhapatnam,B.Tech,Professor/Faculty,SEO,JNR1010MG,lead,1/7/2022,successful,demo_not_attended,SNR503MG,1/1/2022,1,Shown Interest,Hindi,60.0,yet to convert
USR1182,18,MALE,Visakhapatnam,B.Tech,Professor/Faculty,SEO,JNR1010MG,lead,1/7/2022,unsuccessful,demo_not_attended,SNR503MG,1/1/2022,1,Shown Interest,Hindi,60.0,yet to convert
USR1182,18,MALE,Visakhapatnam,B.Tech,Professor/Faculty,SEO,JNR1010MG,awareness,1/7/2022,successful,post_demo_followup,SNR503MG,1/1/2022,1,Shown Interest,Hindi,60.0,yet to convert
USR1182,18,MALE,Visakhapatnam,B.Tech,Professor/Faculty,SEO,JNR1010MG,consideration,1/8/2022,successful,interested_for_conversion,SNR503MG,1/1/2022,1,Shown Interest,Hindi,60.0,yet to convert
USR1182,18,MALE,Visakhapatnam,B.Tech,Professor/Faculty,SEO,JNR1010MG,consideration,1/8/2022,successful,followup_for_conversion,SNR503MG,1/1/2022,1,Shown Interest,Hindi,60.0,yet to convert
USR1182,18,MALE,Visakhapatnam,B.Tech,Professor/Faculty,SEO,JNR1010MG,conversion,1/8/2022,successful,successful_conversion,SNR503MG,1/1/2022,1,Shown Interest,Hindi,60.0,converted
USR1183,16,MALE,Visakhapatnam,Intermediate,Business,email_marketing,JNR1010MG,lead,1/1/2022,unsuccessful,lead_introduction,SNR503MG,1/1/2022,1,Shown Interest,English,70.0,yet to convert
USR1183,16,MALE,Visakhapatnam,Intermediate,Business,email_marketing,JNR1010MG,lead,1/1/2022,successful,lead_introduction,SNR503MG,1/1/2022,1,Shown Interest,English,70.0,yet to convert
USR1183,16,MALE,Visakhapatnam,Intermediate,Business,email_marketing,JNR1010MG,lead,1/3/2022,successful,demo_schedule,SNR503MG,1/1/2022,1,Shown Interest,English,70.0,yet to convert
USR1183,16,MALE,Visakhapatnam,Intermediate,Business,email_marketing,JNR1010MG,lead,1/4/2022,successful,demo_not_attended,SNR503MG,1/1/2022,1,Shown Interest,English,70.0,yet to convert
USR1183,16,MALE,Visakhapatnam,Intermediate,Business,email_marketing,JNR1010MG,awareness,1/4/2022,successful,post_demo_followup,SNR503MG,1/1/2022,1,Shown Interest,English,70.0,yet to convert
USR1183,16,MALE,Visakhapatnam,Intermediate,Business,email_marketing,JNR1010MG,consideration,1/5/2022,successful,interested_for_conversion,SNR503MG,1/1/2022,1,Shown Interest,English,70.0,yet to convert
USR1183,16,MALE,Visakhapatnam,Intermediate,Business,email_marketing,JNR1010MG,consideration,1/5/2022,successful,followup_for_conversion,SNR503MG,1/1/2022,1,Shown Interest,English,70.0,yet to convert
USR1183,16,MALE,Visakhapatnam,Intermediate,Business,email_marketing,JNR1010MG,conversion,1/5/2022,successful,successful_conversion,SNR503MG,1/1/2022,1,Shown Interest,English,70.0,converted
USR1184,20,MALE,Visakhapatnam,B.Tech,Lawyer,SEO,JNR1010MG,lead,1/2/2022,successful,lead_introduction,SNR503MG,1/1/2022,1,Cannot afford,not available,0.0,yet to convert
USR1184,20,MALE,Visakhapatnam,B.Tech,Lawyer,SEO,JNR1010MG,lead,1/4/2022,successful,demo_schedule,SNR503MG,1/1/2022,1,Cannot afford,not available,0.0,yet to convert
USR1184,20,MALE,Visakhapatnam,B.Tech,Lawyer,SEO,JNR1010MG,lead,1/5/2022,successful,demo_not_attended,SNR503MG,1/1/2022,1,Cannot afford,not available,0.0,yet to convert
USR1185,20,MALE,Visakhapatnam,B.Tech,IT Employee,email_marketing,JNR1010MG,lead,1/3/2022,unsuccessful,lead_introduction,SNR503MG,1/1/2022,1,Student not interested in domain,English,75.0,yet to convert
USR1185,20,MALE,Visakhapatnam,B.Tech,IT Employee,email_marketing,JNR1010MG,lead,1/4/2022,successful,lead_introduction,SNR503MG,1/1/2022,1,Student not interested in domain,English,75.0,yet to convert
USR1185,20,MALE,Visakhapatnam,B.Tech,IT Employee,email_marketing,JNR1010MG,lead,1/5/2022,successful,demo_schedule,SNR503MG,1/1/2022,1,Student not interested in domain,English,75.0,yet to convert
USR1185,20,MALE,Visakhapatnam,B.Tech,IT Employee,email_marketing,JNR1010MG,lead,1/6/2022,successful,demo_not_attended,SNR503MG,1/1/2022,1,Student not interested in domain,English,75.0,yet to convert
USR1185,20,MALE,Visakhapatnam,B.Tech,IT Employee,email_marketing,JNR1010MG,awareness,1/6/2022,successful,post_demo_followup,SNR503MG,1/1/2022,1,Student not interested in domain,English,75.0,yet to convert
USR1185,20,MALE,Visakhapatnam,B.Tech,IT Employee,email_marketing,JNR1010MG,consideration,1/6/2022,successful,interested_for_conversion,SNR503MG,1/1/2022,1,Student not interested in domain,English,75.0,yet to convert
USR1185,20,MALE,Visakhapatnam,B.Tech,IT Employee,email_marketing,JNR1010MG,awareness,1/6/2022,successful,followup_for_consideration,SNR503MG,1/1/2022,1,Student not interested in domain,English,75.0,yet to convert
USR1186,21,MALE,Visakhapatnam,Degree,Private Employee,social_media,JNR1010MG,lead,1/8/2022,successful,lead_introduction,SNR503MG,1/8/2022,2,No time for student,not available,0.0,yet to convert
USR1186,21,MALE,Visakhapatnam,Degree,Private Employee,social_media,JNR1010MG,lead,1/9/2022,successful,demo_schedule,SNR503MG,1/8/2022,2,No time for student,not available,0.0,yet to convert
USR1186,21,MALE,Visakhapatnam,Degree,Private Employee,social_media,JNR1010MG,lead,1/10/2022,successful,demo_not_attended,SNR503MG,1/8/2022,2,No time for student,not available,0.0,yet to convert
USR1186,21,MALE,Visakhapatnam,Degree,Private Employee,social_media,JNR1010MG,lead,1/10/2022,unsuccessful,demo_not_attended,SNR503MG,1/8/2022,2,No time for student,not available,0.0,yet to convert
USR1187,22,MALE,Mumbai,Looking for Job,Business,user_referrals,JNR1010MG,lead,1/8/2022,successful,lead_introduction,SNR503MG,1/8/2022,2,Student not interested in domain,Telugu,80.0,yet to convert
USR1187,22,MALE,Mumbai,Looking for Job,Business,user_referrals,JNR1010MG,lead,1/10/2022,successful,demo_schedule,SNR503MG,1/8/2022,2,Student not interested in domain,Telugu,80.0,yet to convert
USR1187,22,MALE,Mumbai,Looking for Job,Business,user_referrals,JNR1010MG,lead,1/10/2022,successful,demo_not_attended,SNR503MG,1/8/2022,2,Student not interested in domain,Telugu,80.0,yet to convert
USR1187,22,MALE,Mumbai,Looking for Job,Business,user_referrals,JNR1010MG,awareness,1/10/2022,successful,post_demo_followup,SNR503MG,1/8/2022,2,Student not interested in domain,Telugu,80.0,yet to convert
USR1187,22,MALE,Mumbai,Looking for Job,Business,user_referrals,JNR1010MG,consideration,1/11/2022,successful,interested_for_conversion,SNR503MG,1/8/2022,2,Student not interested in domain,Telugu,80.0,yet to convert
